brand,model,mileage,fuel_type,engine,ext_col,int_col,accident,clean_title,price,mile_bin,car_age,price_per_mile,ext_col_grouped
Nissan,350Z Enthusiast,74000,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Purple,other,0.0,1,11000.0,60k-80k,22,0.14864864864864866,other
Jaguar,F-TYPE R,35250,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Green,Black,0.0,1,68750.0,20k-40k,7,1.950354609929078,other
Chevrolet,S-10 LS,133510,E85 Flex Fuel,120.0HP 2.2L 4 Cylinder Engine Flex Fuel Capability,Blue,Black,0.0,1,4500.0,100k-150k,25,0.03370534042393828,Blue
BMW,440 Gran Coupe 440i xDrive,25990,Gasoline,3.0 Liter Turbo,White,Beige,0.0,0,38598.0,20k-40k,5,1.4851096575606002,White
Ford,F-150 XLT,2823,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Iconic Silver Metallic,Black,0.0,1,58504.0,0-20k,2,20.724052426496634,other
Chevrolet,Suburban RST,52000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Blue,Black,0.0,1,61000.0,40k-60k,4,1.1730769230769231,Blue
Hyundai,Elantra N Base,11650,Gasoline,276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,32300.0,0-20k,3,2.772532188841202,Black
Nissan,Sentra SR,96541,Gasoline,1.8 Liter,Blue,Black,0.0,0,13998.0,80k-100k,9,0.14499539055945143,Blue
Mercedes-Benz,AMG CLA 45 Base 4MATIC,17500,Gasoline,382.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,0.0,1,59995.0,0-20k,4,3.4282857142857144,Gray
BMW,650 Gran Coupe i xDrive,69000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gray,Black,0.0,1,25700.0,60k-80k,10,0.372463768115942,Gray
Audi,Q5 2.0T Premium Plus,81880,E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,Mythos Black Metallic,Black,0.0,1,21375.0,80k-100k,8,0.2610527601367855,other
Mercedes-Benz,AMG C 43 Base 4MATIC,28800,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Silver,Black,0.0,1,48000.0,20k-40k,7,1.6666666666666667,Silver
Dodge,Ram 1500 Laramie Mega Cab,300183,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Silver,Gray,1.0,1,10900.0,200k+,19,0.036311183511391384,Silver
BMW,i3 120Ah w/Range Extender,35035,Hybrid,120 AH,Black,Black,0.0,0,24998.0,20k-40k,5,0.7135150563721993,Black
Kia,Sorento SX,171000,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,5999.0,150k-200k,14,0.03508187134502924,Black
Lexus,LX 570 Base,118700,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Beige,0.0,1,46900.0,100k-150k,9,0.3951137320977254,Black
Jeep,New Compass Trailhawk,119000,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Red,Black,0.0,1,15900.0,100k-150k,8,0.13361344537815126,Red
BMW,340 i,44261,Gasoline,3.0 Liter Turbo,Gray,Black,0.0,0,33598.0,40k-60k,7,0.759088136282506,Gray
Audi,A4 2.0T Premium Plus quattro,125575,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,0.0,1,8999.0,100k-150k,13,0.0716623531753932,Silver
Hyundai,Tucson SE,16200,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Gold,Beige,0.0,1,8200.0,0-20k,18,0.5061728395061729,other
BMW,Z4 sDrive28i,70000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,1.0,1,20000.0,60k-80k,11,0.2857142857142857,White
Bentley,Continental GTC Base,20200,E85 Flex Fuel,552.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,Black,Black,0.0,1,79950.0,20k-40k,14,3.957920792079208,Black
Honda,Passport Elite,2978,Gasoline,3.5 Liter SOHC,Lunar Silver Metallic,Gray,0.0,0,45498.0,0-20k,2,15.278038952316992,other
Dodge,Sprinter 2500,189719,Diesel,3.0L V6 Cylinder Engine Diesel Fuel,White,Gray,1.0,1,14000.0,150k-200k,18,0.07379334700267237,White
BMW,M850 i xDrive,9949,Gasoline,4.4 Liter DOHC Twin Turbo,Blue,Black,0.0,0,75798.0,0-20k,6,7.6186551412202235,Blue
Lucid,Air Grand Touring,3552,Electric,536.0HP Electric Motor Electric Fuel System,Red,Beige,0.0,1,119999.0,0-20k,3,33.783502252252255,Red
Audi,A7 Premium,54000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Brown,1.0,1,36880.0,40k-60k,13,0.682962962962963,Black
Chevrolet,Silverado 1500 Custom Trail Boss,51351,Gasoline,5.3L V8 16V GDI OHV,Black,Jet Black,0.0,1,43147.0,40k-60k,4,0.8402368016202216,Black
MINI,Convertible John Cooper Works,24280,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,1.0,1,29000.0,20k-40k,8,1.1943986820428336,Black
Toyota,Avalon Touring,89148,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,17500.0,80k-100k,9,0.19630277740386773,Black
Porsche,Cayenne Platinum Edition,73043,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,30990.0,60k-80k,8,0.4242706351053489,White
Mercedes-Benz,AMG C 63 S,60000,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Black,1.0,1,52500.0,40k-60k,8,0.875,Gray
Honda,CR-V EX-L,73549,Gasoline,2.4L I4 16V GDI DOHC,Mountain Air Metallic,Black,1.0,0,20848.0,60k-80k,9,0.28345728697874883,other
Hummer,H2 Base,110900,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Gray,Black,0.0,1,19500.0,100k-150k,20,0.17583408476104598,Gray
Porsche,911 Carrera S,39000,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Blue,Black,0.0,1,73000.0,20k-40k,12,1.8717948717948718,Blue
Mercedes-Benz,CLA-Class CLA 250,120000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,19800.0,100k-150k,9,0.165,Black
Chrysler,300 Touring,134602,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Blue,Black,0.0,1,7500.0,100k-150k,16,0.05571982585697092,Blue
Nissan,Rogue SV,1094,Gasoline,1.5L I3 12V GDI DOHC Turbo,Caspian Blue,Light Gray,0.0,0,30999.0,0-20k,2,28.33546617915905,other
Audi,A3 2.0T,83500,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,0.0,1,6500.0,80k-100k,15,0.07784431137724551,Silver
Ford,Mustang GT Premium,37060,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,28500.0,20k-40k,11,0.7690232056125202,Black
Acura,RL Technology,97700,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Blue,Beige,0.0,1,10995.0,80k-100k,15,0.11253838280450358,Blue
Volvo,XC90 Hybrid T8 R-Design,40000,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Black,Black,0.0,1,42000.0,20k-40k,7,1.05,Black
Audi,R8 5.2 V10,8940,Gasoline,5.2L V10 40V PDI DOHC,Tango Red Metallic,Black,0.0,0,144900.0,0-20k,7,16.20805369127517,other
Mercedes-Benz,GLK-Class GLK 350,186000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Beige,1.0,1,10000.0,150k-200k,11,0.053763440860215055,Black
Toyota,C-HR LE,13180,Gasoline,2.0 Liter,other,other,0.0,0,23998.0,0-20k,4,1.8207890743550834,other
Lexus,IS 350 Base,104000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,21000.0,100k-150k,11,0.20192307692307693,Black
BMW,X4 M40i,8500,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Gray,Beige,0.0,1,67900.0,0-20k,2,7.988235294117647,Gray
BMW,M4 CS,19069,Gasoline,3.0 Liter DOHC Turbo,Alpine White,Anthracite,0.0,0,69998.0,0-20k,6,3.6707745555613824,other
Cadillac,CT5 Premium Luxury,6090,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,0.0,1,46900.0,0-20k,2,7.7011494252873565,White
Lucid,Air Grand Touring,4900,Electric,536.0HP Electric Motor Electric Fuel System,Red,Black,0.0,1,99000.0,0-20k,3,20.20408163265306,Red
Audi,A5 2.0T Premium Plus,47523,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,31000.0,40k-60k,6,0.6523157208088715,Black
Chrysler,300C SRT8,43000,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,Silver,Black,1.0,1,19995.0,40k-60k,19,0.465,Silver
Bentley,Continental GT W12,14684,Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,White,White,0.0,1,130000.0,0-20k,8,8.853173522201034,White
BMW,M4 Base,57800,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Red,0.0,1,55999.0,40k-60k,6,0.9688408304498269,Black
Toyota,GR Corolla Circuit Edition,952,Gasoline,300.0HP 1.6L 3 Cylinder Engine Gasoline Fuel,Silver,Gray,0.0,1,49950.0,0-20k,2,52.46848739495798,Silver
Audi,RS 5 2.9T,21240,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Black,Black,1.0,1,59950.0,20k-40k,6,2.8225047080979286,Black
Porsche,Cayenne Base,59338,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,42499.0,40k-60k,6,0.7162189490714214,Black
Maserati,Quattroporte S,23230,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,44999.0,20k-40k,6,1.9371071889797675,Black
Jaguar,XF 35t R-Sport,48000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Red,Black,1.0,1,30000.0,40k-60k,8,0.625,Red
Lexus,ES 330 Base,41059,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,White,Beige,0.0,1,11100.0,40k-60k,20,0.27034267761026815,White
Land,Rover Discovery Sport SE R-Dynamic,21240,Gasoline,2.0 Liter,White,Black,0.0,0,37998.0,20k-40k,5,1.7889830508474576,White
Porsche,Cayman GTS,11500,Gasoline,340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Silver,other,0.0,1,72000.0,0-20k,10,6.260869565217392,Silver
Genesis,G90 3.3T Premium,9950,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Silver,Blue,0.0,1,53950.0,0-20k,4,5.422110552763819,Silver
Volkswagen,Golf R 20th Anniversary Edition,633,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,47999.0,0-20k,2,75.82780410742497,White
Hyundai,Sonata Hybrid Limited,66000,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,White,Gray,1.0,1,15900.0,60k-80k,10,0.2409090909090909,White
Audi,RS 7 4.0T Prestige,59715,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Black,1.0,1,45000.0,40k-60k,11,0.7535795026375283,Gray
BMW,740 Li,85252,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,18500.0,80k-100k,13,0.21700370665790833,Black
Mercedes-Benz,GLS 450 Base 4MATIC,17900,Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,Black,1.0,1,80000.0,0-20k,5,4.4692737430167595,Black
BMW,M6 Base,25500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,55000.0,20k-40k,9,2.156862745098039,White
Hyundai,Elantra N Base,3800,Gasoline,276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,34000.0,0-20k,2,8.947368421052632,White
Kia,Niro Plug-In Hybrid EX Premium,36602,Hybrid,1.6L I4 16V GDI DOHC Hybrid,Horizon Blue,Charcoal,0.0,1,31995.0,20k-40k,3,0.874132561062237,other
Rivian,R1S Adventure Package,2800,Electric,835.0HP Electric Motor Electric Fuel System,White,Green,0.0,1,92000.0,0-20k,2,32.857142857142854,White
Aston,Martin DBS Superleggera,2165,Gasoline,5.2L V12 48V GDI DOHC Twin Turbo,Black,Black,0.0,1,279950.0,0-20k,4,129.30715935334874,Black
Mercedes-Benz,SLC 300 Base,33000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Red,Black,1.0,1,29900.0,20k-40k,7,0.906060606060606,Red
BMW,435 Gran Coupe i,76009,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Beige,0.0,1,24950.0,60k-80k,9,0.3282506019024063,White
Jeep,Grand Cherokee Summit,31349,Gasoline,5.7L V8 16V MPFI OHV,Granite Crystal Clearcoat Metallic,Black,0.0,0,39366.0,20k-40k,5,1.2557338352100544,other
Lexus,RC 350 Base,48000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Orange,Red,0.0,1,32900.0,40k-60k,10,0.6854166666666667,other
BMW,525 i,91420,Gasoline,215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,8900.0,80k-100k,20,0.09735287683220302,Black
Toyota,Corolla LE,124756,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Beige,Beige,1.0,1,4995.0,100k-150k,22,0.04003815447754016,other
Cadillac,CT5-V Blackwing,2415,Gasoline,6.2L V8 16V GDI OHV Supercharged,Rift Metallic,Gray,0.0,0,104900.0,0-20k,2,43.43685300207039,other
GMC,Acadia SLT-1,116226,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,7900.0,100k-150k,13,0.06797102197442913,Black
Lexus,LC 500 Base,37869,Gasoline,5.0L V8 32V PDI DOHC,Atomic Silver,Rioja Red,0.0,0,75950.0,20k-40k,5,2.005598246586918,other
BMW,i8 Base,41500,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,White,Black,0.0,1,86000.0,40k-60k,6,2.072289156626506,White
Lexus,ES 300h Base,87001,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Gold,Beige,0.0,1,17995.0,80k-100k,12,0.206836703026402,other
Cadillac,CT5-V V-Series,4451,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Summit White,Jet Black,1.0,1,55655.0,0-20k,3,12.503931700741406,other
BMW,540 i xDrive,27158,Gasoline,2.0 Liter Turbo,Imperial Blue Metallic,Canberra Beige/Black,0.0,0,39998.0,20k-40k,5,1.4727888651594374,other
Chevrolet,Express 1500 Work Van,139804,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,White,Gray,1.0,1,14500.0,100k-150k,11,0.103716631856027,White
Jeep,Gladiator Rubicon,27300,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Green,Black,0.0,1,47500.0,20k-40k,3,1.73992673992674,other
BMW,Z4 sDrive28i,36812,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,0.0,1,27000.0,20k-40k,11,0.7334564815820928,White
Land,Rover LR4 HSE LUX Landmark Edition,144000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,1.0,1,18000.0,100k-150k,9,0.125,Black
Cadillac,XT4 Sport,44500,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,White,0.0,1,28900.0,40k-60k,6,0.6494382022471911,Blue
BMW,750 750i xDrive,10917,Gasoline,4.4 Liter Twin Turbo,Black,Black,0.0,0,73998.0,0-20k,4,6.778235779060181,Black
Bentley,Arnage R,8332,Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,White,Beige,0.0,1,47350.0,0-20k,20,5.682909265482477,White
Lincoln,Aviator Reserve AWD,51247,Gasoline,3.0 Liter GTDI,Magnetic Gray Clearcoat,Roast,0.0,0,47698.0,40k-60k,5,0.9307471656877476,other
Mercedes-Benz,AMG GL AMG GL 63 4MATIC,69000,Gasoline,550.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Black,Brown,0.0,1,36500.0,60k-80k,9,0.5289855072463768,Black
RAM,ProMaster 3500 High Roof,147834,Gasoline,3.6L V6 24V MPFI DOHC,Bright White Clearcoat,Black,0.0,1,32662.0,100k-150k,4,0.22093699690193055,other
Ford,Utility Police Interceptor Base,105000,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,White,Black,1.0,1,6600.0,100k-150k,12,0.06285714285714286,White
Audi,A5 2.0T Premium,92203,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Red,Beige,0.0,1,9995.0,80k-100k,14,0.10840211272952073,Red
Nissan,GT-R Premium,15600,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,69500.0,0-20k,15,4.455128205128205,White
Land,Rover Range Rover Sport 3.0L Supercharged HSE,104700,Gasoline,V6,Fuji White,Ivory / Ebony,1.0,0,30775.0,100k-150k,7,0.2939350525310411,other
Toyota,Corolla LE,72348,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Red,Gray,1.0,1,9995.0,60k-80k,15,0.13815171117377123,Red
Rivian,R1S Adventure Package,2500,Electric,835.0HP Electric Motor Electric Fuel System,Green,White,0.0,1,94000.0,0-20k,2,37.6,other
Mercedes-Benz,C-Class C300 4MATIC,13177,Gasoline,2.0 Liter Turbo,White,Silk Beige/Black,0.0,0,44798.0,0-20k,3,3.399711618729605,White
Porsche,Cayenne E-Hybrid S,96000,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,White,Red,1.0,1,23000.0,80k-100k,9,0.23958333333333334,White
Chevrolet,Express 1500 Work Van,93009,E85 Flex Fuel,5.3L V8 16V MPFI OHV Flexible Fuel,Summit White,Medium Pewter,0.0,1,22495.0,80k-100k,14,0.24185831478674108,other
INFINITI,Q70h Base,52750,Hybrid,360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,White,Black,1.0,1,28998.0,40k-60k,9,0.5497251184834123,White
Audi,A7 Premium Plus,25361,Hybrid,3.0 Liter Turbo,Typhoon Gray,Black,0.0,0,49998.0,20k-40k,5,1.971452229801664,other
Chrysler,Pacifica Touring,87305,–,–,Silver,Black,0.0,1,9000.0,80k-100k,8,0.1030868793310807,Silver
BMW,650 Gran Coupe i xDrive,41000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,30000.0,40k-60k,10,0.7317073170731707,Black
Subaru,Forester Premium,42125,Gasoline,2.5L H4 16V GDI DOHC,Crystal Black Silica,Black,0.0,1,27899.0,40k-60k,4,0.6622908011869436,other
Mercedes-Benz,AMG C AMG C 63,62000,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,40000.0,60k-80k,9,0.6451612903225806,Black
Land,Rover LR3 HSE,153843,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Red,Beige,1.0,1,9950.0,150k-200k,19,0.06467632586468022,Red
BMW,X7 xDrive40i,35248,Gasoline,3.0 Liter Twin Turbo,Arctic Gray Metallic,Black,0.0,0,53998.0,20k-40k,6,1.5319450748978665,other
Ford,Transit Connect XLT,194454,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,9888.0,150k-200k,10,0.05085007251072233,White
Lexus,LX 570 Three-Row,21000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,89999.0,20k-40k,4,4.285666666666667,White
Dodge,Ram 2500 Laramie Quad Cab,218000,Gasoline,330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Red,Gray,0.0,1,12990.0,200k+,19,0.05958715596330275,Red
Nissan,Armada SL,67800,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Silver,Black,1.0,1,36500.0,60k-80k,4,0.5383480825958702,Silver
Porsche,Cayman Base,79000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Red,Black,1.0,1,42999.0,60k-80k,11,0.5442911392405063,Red
Mercedes-Benz,GLE 450 GLE 450,24906,Hybrid,3.0 Liter Turbo,Selenite Grey Metallic,Black,0.0,0,63998.0,20k-40k,3,2.5695816269172087,other
Chevrolet,Monte Carlo SS,66840,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,White,Gray,1.0,1,12000.0,60k-80k,19,0.17953321364452424,White
BMW,M5 Base,86000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Blue,White,0.0,1,32000.0,80k-100k,12,0.37209302325581395,Blue
Hyundai,Kona N Base,654,Gasoline,2.0L I4 16V GDI DOHC Turbo,Ultra Black,Black,0.0,1,34599.0,0-20k,2,52.903669724770644,other
Chevrolet,Monte Carlo SS,75000,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,12500.0,60k-80k,20,0.16666666666666666,Black
Land,Rover Range Rover Evoque Pure,84000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Beige,Black,1.0,1,22800.0,80k-100k,10,0.2714285714285714,other
Audi,S7 4.0T Premium Plus,52500,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Gray,0.0,1,39999.0,40k-60k,8,0.7618857142857143,Gray
GMC,Acadia SLT-1,120000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Silver,Gray,0.0,1,7500.0,100k-150k,14,0.0625,Silver
Alfa,Romeo Stelvio Ti Sport,18665,Gasoline,2.0L I4 16V GDI SOHC Turbo,Lunare White Metallic,Ice,0.0,1,35645.0,0-20k,5,1.9097240825073667,other
Ferrari,FF Base,19987,Gasoline,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,Black,Brown,0.0,1,149900.0,0-20k,9,7.499874918697153,Black
Kia,K900 5.0L,36486,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Beige,1.0,1,23950.0,20k-40k,8,0.656416159622869,Black
Ford,E150 XLT,162100,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Black,Gray,0.0,1,12500.0,150k-200k,12,0.07711289327575571,Black
Tesla,Model 3 Performance,13079,Electric,455.0HP Electric Motor Electric Fuel System,Black,White,0.0,1,47000.0,0-20k,3,3.5935469072559063,Black
Toyota,4Runner SR5,28377,Gasoline,4.0L V6 24V MPFI DOHC,Silver,Gray,0.0,0,36999.0,20k-40k,3,1.30383761496987,Silver
Subaru,Forester Base,32744,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Black,Gray,0.0,1,24000.0,20k-40k,5,0.7329587099926704,Black
Porsche,Panamera 2,54000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,other,1.0,1,26000.0,40k-60k,13,0.48148148148148145,White
Toyota,Tacoma PreRunner,202055,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Silver,Gray,1.0,1,8500.0,200k+,17,0.042067753829402886,Silver
RAM,2500 Laramie,65000,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Black,Black,0.0,1,65000.0,60k-80k,6,1.0,Black
Kia,Sportage Nightfall,9686,Gasoline,2.4L I4 16V GDI DOHC,Hyper Red,Black,0.0,1,30990.0,0-20k,3,3.1994631426801567,other
